GeneFusion	Publication	Diagnosis_MM
P2RY8::CRLF2	No prognostic impact of P2RY8-CRLF2 fusion in intermediate cytogenetic risk childhood B-cell acute lymphoblastic leukaemia., Krawczyk et al 2013, Br J Haematol, 2013, 160:555-556, 23145900	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	Long-term follow-up of ETV6-RUNX1 ALL reveals that NCI risk, rather than secondary genetic abnormalities, is the key risk factor., Enshaei et al 2013, Leukemia, 2013, 27:2256-2259, 23636228	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KMT2A::AFF1	The clinical characteristics, therapy and outcome of 85 adults with acute lymphoblastic leukemia and t(4;11)(q21;q23)/MLL-AFF1 prospectively treated in the UKALLXII/ECOG2993 trial., Marks et al 2013, Haematologica, 2013, 98:945-952, 23349309	Acute lymphoblastic leukemia/lymphoblastic lymphoma
SET::NUP214	SET-NUP214 is a recurrent gammadelta lineage-specific fusion transcript associated with corticosteroid/chemotherapy resistance in adult T-ALL., Ben Abdelali et al 2014, Blood, 2014, 123:1860-1863, 24449214	Acute lymphoblastic leukemia/lymphoblastic lymphoma
STIL::TAL1	SIL-TAL1 rearrangement is related with poor outcome: a study from a Chinese institution., Wang et al 2013, PLoS One, 2013, 8:e73865, 24040098	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IGH::CEBPG	IGH@ translocations are prevalent in teenagers and young adults with acute lymphoblastic leukemia and are associated with a poor outcome., Russell et al 2014, J Clin Oncol, 2014, 32:1453-1462, 24711557	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IGH::IGF2BP1	IGH@ translocations are prevalent in teenagers and young adults with acute lymphoblastic leukemia and are associated with a poor outcome., Russell et al 2014, J Clin Oncol, 2014, 32:1453-1462, 24711557	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PICALM::MLLT10	The prognosis of CALM-AF10-positive adult T-cell acute lymphoblastic leukemias depends on the stage of maturation arrest., Ben Abdelali et al 2013, Haematologica, 2013, 98:1711-1717, 23831922	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IGH::EPOR	B acute lymphoblastic leukemia with t(14;19)(q32;p13.1) involving IGH/EPOR: a clinically aggressive subset of disease., Jaso et al 2014, Mod Pathol, 2014, 27:382-389, 24030742	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BCR::ABL1	Outcomes of children with BCR-ABL1-like acute lymphoblastic leukemia treated with risk-directed therapy based on the levels of minimal residual disease., Roberts et al 2014, J Clin Oncol, 2014, 32:3012-3020, 25049327	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Outcome of TCF3-PBX1 positive pediatric acute lymphoblastic leukemia patients in Japan: a collaborative study of Japan Association of Childhood Leukemia Study (JACLS) and Children's Cancer and Leukemia Study Group (CCLSG)., Asai et al 2014, Cancer Med, 2014, 3:623-631, 24578304	Acute lymphoblastic leukemia/lymphoblastic lymphoma
STIL::TAL1	Deep sequencing and SNP array analyses of pediatric T-cell acute lymphoblastic leukemia reveal NOTCH1 mutations in minor subclones and a high incidence of uniparental isodisomies affecting CDKN2A., Karrman et al 2015, J Hematol Oncol, 2015, 8:42, 25903014	Acute lymphoblastic leukemia/lymphoblastic lymphoma
STIL::TAL1	Clinical features and outcome of SIL/TAL1-positive T-cell acute lymphoblastic leukemia in children and adolescents: a 10-year experience of the AIEOP group., D'Angio et al 2015, Haematologica, 2015, 100:e10-e13, 25304610	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Clinical features and prognostic significance of TCF3-PBX1 fusion gene in Chinese children with acute lymphoblastic leukemia by using a modified ALL-BFM-95 protocol., Pang et al 2015, Pediatr Hematol Oncol, 2015, 32:173-181, 25551271	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EBF1::PDGFRB	EBF1-PDGFRB fusion in pediatric B-cell precursor acute lymphoblastic leukemia (BCP-ALL): genetic profile and clinical implications., Schwab et al 2016, Blood, 2016, 127:2214-2218, 26872634	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EBF1::PDGFRB	EBF1-PDGFRB fusion in pediatric B-cell precursor acute lymphoblastic leukemia (BCP-ALL): genetic profile and clinical implications., Schwab et al 2016, Blood, 2016, 127:2214-2218, 26872634	Acute lymphoblastic leukemia/lymphoblastic lymphoma
MEF2D::BCL9	MEF2D-BCL9 fusion gene is associated with high-risk acute B-cell precursor lymphoblastic leukemia in adolescents., Suzuki et al 2016, J Clin Oncol, 2016, 34:3451-3459, 27507882	Acute lymphoblastic leukemia/lymphoblastic lymphoma
P2RY8::CRLF2	Prognostic significance of P2RY8-CRLF2 and CRLF2 overexpression may vary across risk subgroups of childhood B-cell acute lymphoblastic leukemia., Dou et al 2017, Genes Chromosomes Cancer, 2017, 56:135-146, 27637012	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IGH::DUX4	Deregulation of DUX4 and ERG in acute lymphoblastic leukemia., Zhang et al 2016, Nat Genet, 2016, 48:1481-1489, 27776115	Acute lymphoblastic leukemia/lymphoblastic lymphoma
IGH::DUX4	Deregulation of DUX4 and ERG in acute lymphoblastic leukemia., Zhang et al 2016, Nat Genet, 2016, 48:1481-1489, 27776115	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::ZNF384,EP300::ZNF384	ZNF384-related fusion genes define a subgroup of childhood B-cell precursor acute lymphoblastic leukemia with a characteristic immunotype., Hirabayashi et al 2017, Haematologica, 2017, 102:118-129, 27634205	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BMP2K::ZNF384	ZNF384-related fusion genes define a subgroup of childhood B-cell precursor acute lymphoblastic leukemia with a characteristic immunotype., Hirabayashi et al 2017, Haematologica, 2017, 102:118-129, 27634205	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Pediatric acute lymphoblastic leukemia with t(1;19)/TCF3-PBX1 in Taiwan., Yen et al 2017, Pediatr Blood Cancer, 2017, 64:, 28436581	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KMT2A::AFF1,IGH+	Impact of cytogenetic abnormalities in adults with Ph-negative B-cell precursor acute lymphoblastic leukemia., Lafage-Pochitaloff et al 2017, Blood, 2017, 130:1832-1844, 28790105	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BCR::ABL1	The presence of Philadelphia chromosome does not confer poor prognosis in adult pre-B acute lymphoblastic leukaemia in the tyrosine kinase inhibitor era - a surveillance, epidemiology, and end results database analysis., Igwe et al 2017, Br J Haematol, 2017, 179:618-626, 29047122	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KMT2A::MLLT6	MLL rearrangements impact outcome in HOXA-deregulated T-lineage acute lymphoblastic leukemia: a Children's Oncology Group Study., Matlawska-Wasowska et al 2016, Leukemia, 2016, 30:1909-1912, 26952838	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1,TCF3::PBX1	Treatment outcome of children with acute lymphoblastic leukemia: the Tokyo Children's Cancer Study Group (TCCSG) Study L04-16., Takahashi et al 2018, Int J Hematol, 2018, 108:98-108, 29589281	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::ZNF385A	Treatment outcome of children with acute lymphoblastic leukemia: the Tokyo Children's Cancer Study Group (TCCSG) Study L04-16., Takahashi et al 2018, Int J Hematol, 2018, 108:98-108, 29589281	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ZNF362::TCF4	Treatment outcome of children with acute lymphoblastic leukemia: the Tokyo Children's Cancer Study Group (TCCSG) Study L04-16., Takahashi et al 2018, Int J Hematol, 2018, 108:98-108, 29589281	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	ETV6/RUNX1-positive childhood acute lymphoblastic leukemia in China: excellent prognosis with improved BFM protocol., Wang et al 2018, Ital J Pediatr, 2018, 44:94, 30115129	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	Differential impact of drugs on the outcome of ETV6-RUNX1 positive childhood B-cell precursor acute lymphoblastic leukaemia: results of the EORTC CLG 58881 and 58951 trials., Piette et al 2018, Leukemia, 2018, 32:244-248, 29064485	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	ETV6/RUNX1-positive childhood acute lymphoblastic leukemia (ALL): The spectrum of clonal heterogeneity and its impact on prognosis., Ampatzidou et al 2018, Cancer Genet, 2018, 224-225:1-11, 29778230	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1,KMT2A+,ETV6::RUNX1	Refining risk classification in childhood B acute lymphoblastic leukemia: results of DFCI ALL Consortium Protocol 05-001., Vrooman et al 2018, Blood Adv, 2018, 2:1449-1458, 29941458	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Excellent outcome of acute lymphoblastic leukaemia with TCF3-PBX1 rearrangement in Hong Kong., Lin et al 2018, Pediatr Blood Cancer, 2018, 65:e27346, 30051646	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EP300::ZNF384	Pre-B acute lymphoblastic leukaemia recurrent fusion, EP300-ZNF384, is associated with a distinct gene expression., McClure et al 2018, Br J Cancer, 2018, 118:1000-1004, 29531323	Acute lymphoblastic leukemia/lymphoblastic lymphoma
P2RY8::CRLF2	Genomic and outcome analyses of Ph-like ALL in NCI standard-risk patients: a report from the Children's Oncology Group., Roberts et al 2018, Blood, 2018, 132:815-824, 29997224	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BCR::ABL1	Intensifying treatment of childhood B-lymphoblastic leukemia with IKZF1 deletion reduces relapse and improves overall survival: results of Malaysia-Singapore ALL 2010 study., Yeoh et al 2018, J Clin Oncol, 2018, 36:2726-2735, 30044693	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BCR::ABL1	Survival in adult acute lymphoblastic leukaemia (ALL): A report from the Swedish ALL Registry., Lennmyr et al 2019, Eur J Haematol, 2019, 103:88-98, 31074910	Acute lymphoblastic leukemia/lymphoblastic lymphoma
MEF2D::HNRNPH1	Clinical and molecular characteristics of MEF2D fusion-positive B-cell precursor acute lymphoblastic leukemia in childhood, including a novel translocation resulting in MEF2D-HNRNPH1 gene fusion., Ohki et al 2019, Haematologica, 2019, 104:128-137, 30171027	Acute lymphoblastic leukemia/lymphoblastic lymphoma
BCR::ABL1	Long-term follow up of pediatric Philadelphia positive acute lymphoblastic leukemia treated with the EsPhALL2004 study: high white blood cell count at diagnosis is the strongest prognostic factor., Biondi et al 2019, Haematologica, 2019, 104(1):e13-e16, 30213832	Acute lymphoblastic leukemia/lymphoblastic lymphoma
SET::NUP214	Prognostic significance of SET-NUP214 fusion gene in acute leukemia after allogeneic hematopoietic stem cell transplantation., Gao et al 2020, Medicine (Baltimore), 2020, 99(50):e23569, 33327316	Acute lymphoblastic leukemia/lymphoblastic lymphoma
SET::NUP214	Prognostic significance of SET-NUP214 fusion gene in acute leukemia after allogeneic hematopoietic stem cell transplantation., Gao et al 2020, Medicine (Baltimore), 2020, 99(50):e23569, 33327316	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Translocation t(1;19)(q23;p13) in adult acute lymphoblastic leukemia - a distinct subtype with favorable prognosis., Yilmaz et al 2021, Leuk Lymphoma, 2021, 62(1):224-228, 32955970	Acute lymphoblastic leukemia/lymphoblastic lymphoma
KMT2A::AFF1	Prognostic impact of KMT2A-AFF1-positivity in 926 BCR-ABL1-negative B-lineage acute lymphoblastic leukemia patients treated in GIMEMA clinical trials since 1996., Piciocchi et al 2021, Am J Hematol, 2021, 96(9):E334-E338, 34048072	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	Favorable trisomies and ETV6-RUNX1 predict cure in low-risk B-cell acute lymphoblastic leukemia: Results from Children's Oncology Group Trial AALL0331., Mattano et al 2021, J Clin Oncol, 2021, 39(14):1540-1552, 33739852	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ETV6::RUNX1	Differing outcomes of patients with high hyperdiploidy and ETV6-RUNX1 rearrangement in Korean pediatric precursor B cell acute lymphoblastic leukemia., Lee et al 2021, Cancer Res Treat, 2021, 53(2):567-575, 33070555	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	The clinical outcomes and genomic landscapes of acute lymphoblastic leukemia patients with E2A-PBX1: A 10-year retrospective study., Zhou et al 2021, Am J Hematol, 2021, 96(11):1461-1471, 34406703	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Prognostic heterogeneity of adult B-cell precursor acute lymphoblastic leukaemia patients with t(1;19)(q23;p13)/TCF3-PBX1 treated with measurable residual disease-oriented protocols., Ribera et al 2022, Br J Haematol, 2022, 196(3):670-675, 34549416	Acute lymphoblastic leukemia/lymphoblastic lymphoma
UBTF::ATXN7L3	Concurrent CDX2 cis-deregulation and UBTF::ATXN7L3 fusion define a novel high-risk subtype of B-cell ALL., Passet et al 2022, Blood, 2022, 139(24):3505-3518, 35316324	Acute lymphoblastic leukemia/lymphoblastic lymphoma
UBTF::ATXN7L3	Concurrent CDX2 cis-deregulation and UBTF::ATXN7L3 fusion define a novel high-risk subtype of B-cell ALL., Passet et al 2022, Blood, 2022, 139(24):3505-3518, 35316324	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::CBFA2T2	Distinct clinical characteristics of DUX4- and PAX5-altered childhood B-lymphoblastic leukemia., Li et al 2021, Blood Adv, 2021, 5(23):5226-5238, 34547766	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::ESRRA	Distinct clinical characteristics of DUX4- and PAX5-altered childhood B-lymphoblastic leukemia., Li et al 2021, Blood Adv, 2021, 5(23):5226-5238, 34547766	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::FBRS	Distinct clinical characteristics of DUX4- and PAX5-altered childhood B-lymphoblastic leukemia., Li et al 2021, Blood Adv, 2021, 5(23):5226-5238, 34547766	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::FKBP15	Distinct clinical characteristics of DUX4- and PAX5-altered childhood B-lymphoblastic leukemia., Li et al 2021, Blood Adv, 2021, 5(23):5226-5238, 34547766	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::PEG10	Distinct clinical characteristics of DUX4- and PAX5-altered childhood B-lymphoblastic leukemia., Li et al 2021, Blood Adv, 2021, 5(23):5226-5238, 34547766	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::PROC	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::CBFA2T2	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::PIK3AP1	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::MPRIP	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::DNAJA1	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::ARHGAP22	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::ZCCHC7	Genomic landscape of pediatric B-other acute lymphoblastic leukemia in a consecutive European cohort., Zaliova et al 2019, Haematologica, 2019, 104(7):1396-1406, 30630978	Acute lymphoblastic leukemia/lymphoblastic lymphoma
DBX1::PAX5	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
FBRSL1::PAX5	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::BCOR	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::CBFA2T2	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::DMRTA2	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::GREB1L	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::MBNL1	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::NCOA5	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::RHOXF2	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::TAF3	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::ZNF276	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::ZNF318	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TMPRSS9::PAX5	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
WDR5::PAX5	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::MAPT	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
PAX5::KANK1	PAX5-driven subtypes of B-progenitor acute lymphoblastic leukemia., Gu et al 2019, Nat Genet, 2019, 51(2):296-307, 30643249	Acute lymphoblastic leukemia/lymphoblastic lymphoma
